query_id,class,representative_id,representative_index,alignment_score,alignment_length,identities,identity_percent
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A841QIU9|unreviewed|4Fe-4S,32,4244.0,1374,765,55.67685589519651
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A974AJS4|unreviewed|nitrate,33,4953.0,1326,885,66.7420814479638
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A7W9D2M2|unreviewed|4Fe-4S,34,2950.0,1300,594,45.69230769230769
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A2D8QF28|unreviewed|Nitrate,35,3608.0,1324,685,51.73716012084593
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,B8EHX8|unreviewed|nitrate,36,4877.0,1336,884,66.1676646706587
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A2S8ET78|unreviewed|nitrate,37,4777.0,1333,866,64.96624156039009
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A2U9SHH4|unreviewed|nitrate,38,4484.0,1351,796,58.91931902294597
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A328AJM8|unreviewed|nitrate,39,4856.0,1327,872,65.71213262999245
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A317F9S0|unreviewed|nitrate,40,4701.0,1329,832,62.60346124905944
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A953WK52|unreviewed|4Fe-4S,41,2676.0,1299,562,43.26404926866821
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0AAE9XQX7|unreviewed|nitrate,42,4863.0,1341,867,64.65324384787472
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A9C9TFK6|unreviewed|nitrate,43,4788.0,1342,864,64.38152011922503
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A918XWV9|unreviewed|nitrate,44,4873.0,1323,868,65.60846560846561
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A2T1HWC8|unreviewed|nitrate,45,4835.0,1326,858,64.70588235294117
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0AA34WZR2|unreviewed|nitrate,46,4817.0,1337,865,64.69708302169035
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A238L906|unreviewed|nitrate,47,4728.0,1334,844,63.26836581709146
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A2N3BA51|unreviewed|4Fe-4S,48,3294.0,1305,643,49.272030651341
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1I6TIH2|unreviewed|nitrate,49,4702.0,1344,834,62.05357142857143
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A7U8PV72|unreviewed|nitrate,50,4846.0,1343,869,64.70588235294117
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A521NN25|unreviewed|nitrate,51,4817.0,1332,861,64.63963963963964
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0AAE9RTY9|unreviewed|nitrate,52,4826.0,1335,863,64.64419475655431
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A346A0G4|unreviewed|nitrate,53,4848.0,1335,866,64.8689138576779
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1M3C915|unreviewed|nitrate,54,3521.0,1434,653,45.53695955369596
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A0M6XW73|unreviewed|nitrate,55,4763.0,1334,837,62.74362818590704
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A365U543|unreviewed|nitrate,56,4703.0,1332,838,62.91291291291291
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1G7NQA1|unreviewed|nitrate,57,4683.0,1339,831,62.06123973114265
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A6I4TBP3|unreviewed|nitrate,58,4623.0,1344,820,61.011904761904766
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1J5M4C6|unreviewed|nitrate,59,4730.0,1338,850,63.52765321375187
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A258GBD5|unreviewed|nitrate,60,4746.0,1340,858,64.02985074626866
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1D8QWS6|unreviewed|4Fe-4S,61,4235.0,1375,764,55.56363636363636
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A3C0FWN8|unreviewed|Molybdopterin,62,2481.0,1311,525,40.045766590389015
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A369TCM8|unreviewed|nitrate,63,4886.0,1327,877,66.08892238131124
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A0D6JK72|unreviewed|nitrate,64,4895.0,1335,880,65.91760299625467
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A8J8ATM0|unreviewed|nitrate,65,4787.0,1345,861,64.01486988847583
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A3L9XWW1|unreviewed|nitrate,66,4754.0,1338,848,63.37817638266069
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A2G1QQD3|unreviewed|nitrate,67,4876.0,1327,864,65.10926902788245
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A258ZSC8|unreviewed|Nitrate,68,2658.0,1282,553,43.135725429017164
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A2N3DHW6|unreviewed|nitrate,69,4909.0,1330,887,66.69172932330827
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A292GR34|unreviewed|nitrate,70,4852.0,1337,871,65.14584891548242
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A848ECC4|unreviewed|nitrate,71,4731.0,1328,840,63.25301204819277
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A7X1M5K6|unreviewed|nitrate,72,4884.0,1340,873,65.14925373134328
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A0H3AUX8|unreviewed|nitrate,73,4833.0,1343,866,64.48250186150409
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1Y2KYD6|unreviewed|nitrate,74,4760.0,1333,855,64.14103525881471
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A0F7PJ30|unreviewed|nitrate,75,4772.0,1344,861,64.0625
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A2U1V4G8|unreviewed|nitrate,76,4809.0,1332,860,64.56456456456456
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A0X3UCJ4|unreviewed|nitrate,77,4789.0,1335,854,63.97003745318352
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1H8LQD4|unreviewed|nitrate,78,4779.0,1340,868,64.77611940298507
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A2A6NMK3|unreviewed|nitrate,79,4932.0,1327,876,66.01356443104748
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A1B9V6|unreviewed|nitrate,80,4748.0,1346,853,63.372956909361065
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A4R4DBX3|unreviewed|nitrate,81,4805.0,1335,867,64.9438202247191
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A844HK15|unreviewed|nitrate,82,4748.0,1348,853,63.27893175074184
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A6A8QAY4|unreviewed|nitrate,83,4940.0,1325,886,66.8679245283019
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0AAW9RN82|unreviewed|nitrate,84,4705.0,1351,834,61.732050333086605
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A849H0K1|unreviewed|4Fe-4S,85,2129.0,1283,477,37.178487918939986
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A953CBK4|unreviewed|nitrate,86,4817.0,1334,860,64.46776611694153
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A8J7CWE3|unreviewed|nitrate,87,4753.0,1345,847,62.973977695167285
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A0H3G6Q9|unreviewed|nitrate,88,4833.0,1343,867,64.55696202531645
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A549T6P4|unreviewed|nitrate,89,4850.0,1334,866,64.91754122938531
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A961PS78|unreviewed|Nitrate,90,2710.0,1314,555,42.23744292237443
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1G6C9I9|unreviewed|nitrate,91,4986.0,1322,893,67.54916792738275
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0AAD1D9Q4|unreviewed|nitrate,92,4912.0,1332,882,66.21621621621621
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1H9KFR8|unreviewed|nitrate,93,4785.0,1336,861,64.44610778443113
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1F2ZK72|unreviewed|nitrate,94,4816.0,1340,868,64.77611940298507
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A5C1W5M2|unreviewed|nitrate,95,4890.0,1328,867,65.28614457831326
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1G7AB55|unreviewed|nitrate,96,4800.0,1347,850,63.10319227913883
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1E4M075|unreviewed|nitrate,97,4731.0,1333,870,65.26631657914479
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A6L5YVV0|unreviewed|nitrate,98,4788.0,1340,868,64.77611940298507
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,C0G9N6|unreviewed|nitrate,99,4841.0,1343,868,64.63142218912881
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A2S9IMW1|unreviewed|nitrate,100,4924.0,1320,879,66.5909090909091
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1B2FL48|unreviewed|4Fe-4S,101,3189.0,1488,600,40.32258064516129
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A926NUJ9|unreviewed|nitrate,102,4921.0,1322,869,65.73373676248109
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A0Q6KIA6|unreviewed|nitrate,103,4818.0,1339,867,64.74981329350261
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,V4R191|unreviewed|nitrate,104,4938.0,1329,887,66.74191121143717
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A066PXI7|unreviewed|nitrate,105,4755.0,1329,847,63.732129420617
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A0P1H3K1|unreviewed|nitrate,106,4735.0,1336,850,63.622754491017965
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,Q166T5|unreviewed|nitrate,107,4749.0,1334,852,63.8680659670165
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A7L9MJJ4|unreviewed|nitrate,108,4839.0,1343,868,64.63142218912881
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A7W6PCJ6|unreviewed|nitrate,109,4901.0,1338,883,65.99402092675636
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A4R2NZ59|unreviewed|nitrate,110,4787.0,1337,861,64.3979057591623
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A9E1SM98|unreviewed|4Fe-4S,111,3262.0,1488,609,40.92741935483871
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A7Y0DWY6|unreviewed|nitrate,112,4733.0,1342,849,63.26378539493294
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A6I1E6D6|unreviewed|nitrate,113,4826.0,1341,864,64.42953020134227
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A9J6PBJ8|unreviewed|nitrate,114,4739.0,1343,853,63.51451973194341
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A545TN56|unreviewed|nitrate,115,4735.0,1348,847,62.833827893175076
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A238XUC7|unreviewed|nitrate,116,4789.0,1337,865,64.69708302169035
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,K2JWI6|unreviewed|nitrate,117,4888.0,1349,880,65.23350630096367
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A0M2LYM3|unreviewed|nitrate,118,4680.0,1361,830,60.98457016899339
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0AAJ4NCZ8|unreviewed|nitrate,119,4847.0,1338,867,64.79820627802691
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0AB34YF65|unreviewed|nitrate,120,4841.0,1339,866,64.67513069454817
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A239PYI1|unreviewed|nitrate,121,4699.0,1362,847,62.18795888399412
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A916S8Z2|unreviewed|nitrate,122,4873.0,1334,880,65.96701649175412
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A8J7WF33|unreviewed|nitrate,123,4793.0,1342,865,64.45603576751118
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A212LFT9|unreviewed|nitrate,124,4858.0,1334,867,64.99250374812594
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A840AYT6|unreviewed|nitrate,125,4849.0,1328,867,65.28614457831326
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1R0FCR2|unreviewed|nitrate,126,4843.0,1333,859,64.4411102775694
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A0A8K226|unreviewed|nitrate,127,4900.0,1330,881,66.2406015037594
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0AAW7B4W2|unreviewed|nitrate,128,4840.0,1343,868,64.63142218912881
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A2E1XJG7|unreviewed|nitrate,129,4893.0,1330,874,65.71428571428571
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A933L1P6|unreviewed|nitrate,130,4815.0,1323,855,64.62585034013605
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A2T6CFD9|unreviewed|nitrate,131,4739.0,1335,849,63.59550561797753
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A376ALF3|unreviewed|nitrate,132,4934.0,1329,883,66.44093303235515
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A7G2TGF9|unreviewed|nitrate,133,4781.0,1339,863,64.45108289768484
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A0F2QDZ3|unreviewed|nitrate,134,4774.0,1337,860,64.3231114435303
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,Q2YJY4|unreviewed|nitrate,135,4826.0,1335,863,64.64419475655431
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A964FCX1|unreviewed|nitrate,136,4773.0,1351,858,63.50851221317543
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1G9LWC9|unreviewed|nitrate,137,4782.0,1334,849,63.6431784107946
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A011TFK8|unreviewed|4Fe-4S,138,4774.0,1363,860,63.09611151870873
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1H8EVH9|unreviewed|nitrate,139,4812.0,1337,874,65.37023186237846
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A2N4WR53|unreviewed|nitrate,140,4886.0,1329,880,66.21519939804365
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,B4RFL8|unreviewed|nitrate,141,4640.0,1346,827,61.44130757800892
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A347UDN3|unreviewed|nitrate,142,4713.0,1347,849,63.02895322939867
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A238L822|unreviewed|nitrate,143,4815.0,1333,860,64.51612903225806
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1U9JV70|unreviewed|nitrate,144,4757.0,1351,853,63.13841598815693
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A940CKS9|unreviewed|4Fe-4S,145,3126.0,1476,594,40.243902439024396
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A504LF40|unreviewed|nitrate,146,4868.0,1325,870,65.66037735849056
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0AAP3XS62|unreviewed|nitrate,147,4835.0,1334,860,64.46776611694153
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A330I607|unreviewed|nitrate,148,4887.0,1334,877,65.74212893553224
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A4R3NW18|unreviewed|nitrate,149,4907.0,1336,884,66.1676646706587
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A4V1PQM7|unreviewed|nitrate,150,4766.0,1339,861,64.30171769977595
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1T5AAB5|unreviewed|nitrate,151,4665.0,1350,821,60.81481481481481
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A541CM77|unreviewed|nitrate,152,4745.0,1331,845,63.48610067618332
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1Y0EAL3|unreviewed|nitrate,153,4779.0,1347,867,64.3652561247216
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A0Q7TXA9|unreviewed|nitrate,154,4825.0,1346,863,64.11589895988114
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A973NM05|unreviewed|nitrate,155,4906.0,1328,888,66.86746987951807
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A7C8HN32|unreviewed|nitrate,156,4808.0,1337,860,64.3231114435303
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A840Y626|unreviewed|nitrate,157,4867.0,1325,871,65.73584905660378
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1I5W4H5|unreviewed|nitrate,158,4723.0,1346,847,62.92719167904903
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A938HPW6|unreviewed|4Fe-4S,159,3223.0,1475,612,41.49152542372882
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A8HWT7|unreviewed|nitrate,160,4870.0,1329,870,65.46275395033861
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,C4WLQ4|unreviewed|nitrate,161,4812.0,1376,870,63.22674418604651
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1H3GRJ8|unreviewed|nitrate,162,4805.0,1335,865,64.7940074906367
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A316C3F7|unreviewed|nitrate,163,4718.0,1351,850,62.91635825314582
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1E4K2Q1|unreviewed|nitrate,164,4943.0,1334,895,67.09145427286357
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A7Z7PUB8|unreviewed|nitrate,165,4919.0,1329,880,66.21519939804365
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A149R147|unreviewed|4Fe-4S,166,4244.0,1375,766,55.70909090909091
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1G4SH66|unreviewed|nitrate,167,4823.0,1339,867,64.74981329350261
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A2S4LSK6|unreviewed|nitrate,168,4830.0,1342,870,64.82861400894187
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0AAW5R027|unreviewed|nitrate,169,4856.0,1335,868,65.0187265917603
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1M5XLN1|unreviewed|nitrate,170,4737.0,1358,853,62.812960235640645
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1Y6BGE6|unreviewed|nitrate,171,4860.0,1321,866,65.55639666919001
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A2T5BP09|unreviewed|nitrate,172,3355.0,1473,631,42.8377460964019
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A2S3UJB4|unreviewed|nitrate,173,4722.0,1359,851,62.61957321559971
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A562UMH9|unreviewed|nitrate,174,4886.0,1325,873,65.88679245283019
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A0P7X1B2|unreviewed|nitrate,175,4726.0,1347,849,63.02895322939867
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A3D2W078|unreviewed|nitrate,176,4805.0,1331,858,64.46280991735537
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1H9T847|unreviewed|nitrate,177,4768.0,1345,863,64.1635687732342
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A059G3D9|unreviewed|nitrate,178,4729.0,1343,856,63.73790022338049
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,B1M129|unreviewed|nitrate,179,4892.0,1329,868,65.3122648607976
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0AAJ5ZPJ6|unreviewed|nitrate,180,4886.0,1336,874,65.41916167664671
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A4S1FDC0|unreviewed|nitrate,181,4891.0,1334,876,65.6671664167916
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1X7J3Z7|unreviewed|nitrate,182,4754.0,1343,854,63.58897989575577
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1N7NUS4|unreviewed|nitrate,183,4707.0,1336,841,62.94910179640718
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A2N3CFW6|unreviewed|nitrate,184,4774.0,1353,870,64.30155210643017
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,Q3SUK2|unreviewed|nitrate,185,3547.0,1433,654,45.638520586182835
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A9X2KED9|unreviewed|4Fe-4S,186,3141.0,1308,624,47.706422018348626
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A419ABP6|unreviewed|4Fe-4S,187,4716.0,1379,856,62.07396664249456
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1I3TZN5|unreviewed|nitrate,188,4822.0,1341,867,64.65324384787472
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A254UIS5|unreviewed|nitrate,189,4774.0,1338,861,64.34977578475336
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A0Q8L3T5|unreviewed|nitrate,190,4862.0,1329,869,65.3875094055681
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A165QU75|unreviewed|nitrate,191,4809.0,1334,851,63.793103448275865
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A5A8A5K3|unreviewed|nitrate,192,4873.0,1334,869,65.1424287856072
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A934QGH9|unreviewed|nitrate,193,4822.0,1342,866,64.53055141579732
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A1G7BGI6|unreviewed|nitrate,194,4821.0,1336,869,65.04491017964071
Soil11.scaffold_587233302_c1_1,Alphaproteobacteria,A0A8I1RQK2|unreviewed|nitrate,195,4934.0,1325,875,66.0377358490566
