Unnamed: 0,seqid,from_soil,Up0,Up1,Up2,Up3,Up4,Up5,Up6,Up7,Up8,Up9,Up10,Up11,id,status,prot_name,taxidstr,taxid,scientific_name,rank,superkingdom,kingdom,phylum,class,order,family,genus,species,full_lineage,group4,group8,ra_inf_g4,ra_inf_g8,dnra_pathway_present,denitrifier_pathway_present,metabolic_potential,genes_found_dnra,genes_found_denitrifier
15,A0A381TAJ5|unreviewed|4Fe-4S,False,-0.0823112872526609,-0.000589082037322,0.0079824783092195,-0.0040052588896425,0.0053935502876108,-0.0064360703018721,0.0194141621093361,0.0005335194043635,-0.0083575830561832,-0.0145693546646555,0.0245943935685807,0.049348191662071,A0A381TAJ5,unreviewed,4fe-4s mo/w bis-mgd-type domain-containing protein,taxID:408172,408172.0,marine metagenome,species,,,,,,,,marine metagenome,unclassified entries; unclassified sequences; metagenomes; ecological metagenomes,,,,,False,False,neither,,
16,A0A940CKS9|unreviewed|4Fe-4S,False,-0.0804913605082832,-0.0012632737986413,0.0089814676946537,-0.0163748180739374,0.0044833808687769,-0.0080855181941348,0.0122926266956326,-0.0003429032518226,-0.0075267733020799,-0.0164741720836296,0.023710460567432,0.0484517303070779,A0A940CKS9,unreviewed,4fe-4s mo/w bis-mgd-type domain-containing protein,taxID:2026775,2026775.0,Pelagibacteraceae bacterium,species,,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Candidatus Pelagibacterales,Candidatus Pelagibacteraceae,,Pelagibacteraceae bacterium,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Candidatus Pelagibacterales; Candidatus Pelagibacteraceae; unclassified Pelagibacteraceae,,,,,False,False,neither,,
17,A0A381VFI8|unreviewed|4Fe-4S,False,-0.0868113765829348,-0.0007969152961503,0.0090559893366851,-0.0173778259322202,0.0044600425368265,-0.0076787878757233,-0.0329919069245654,-0.0012623951975611,-0.00583375408403,-0.014867083696483,0.0251427160219403,0.0355830389656782,A0A381VFI8,unreviewed,4fe-4s mo/w bis-mgd-type domain-containing protein,taxID:408172,408172.0,marine metagenome,species,,,,,,,,marine metagenome,unclassified entries; unclassified sequences; metagenomes; ecological metagenomes,,,,,False,False,neither,,
18,A0A940HZ16|unreviewed|nitrate,False,-0.0786930545352999,-0.0010927537010892,0.0088122118263411,-0.0165956701107547,0.0048953132493585,-0.0084156856679684,0.0194427812916971,0.0006070249564689,-0.0084235520573885,-0.0161081164421051,0.0229494248933009,0.0503073256423357,A0A940HZ16,unreviewed,nitrate reductase (quinone),taxID:2026775,2026775.0,Pelagibacteraceae bacterium,species,,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Candidatus Pelagibacterales,Candidatus Pelagibacteraceae,,Pelagibacteraceae bacterium,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Candidatus Pelagibacterales; Candidatus Pelagibacteraceae; unclassified Pelagibacteraceae,,,,,False,False,neither,,
19,A0A1B2FL48|unreviewed|4Fe-4S,False,-0.0772347090244915,-0.0006827394062544,0.0092008677467504,-0.0167169601689178,0.004430987601848,-0.0068644975785547,0.0200126302103157,-7.000685474228197e-06,-0.0068577537456327,-0.0147537090018611,0.0243784246102908,0.0481388374172684,A0A1B2FL48,unreviewed,4fe-4s mo/w bis-mgd-type domain-containing protein,taxID:309857,309857.0,uncultured Pelagibacterales bacterium,species,,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Candidatus Pelagibacterales,,,uncultured Pelagibacterales bacterium,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Candidatus Pelagibacterales; environmental samples,,,,,False,False,neither,,
20,A0A2D6MTA2|unreviewed|4Fe-4S,False,-0.0789464248457224,-0.0009322927957998,0.0093537268757686,-0.0158220551817736,0.0038606462194743,-0.0073739799450689,0.0187790627992731,0.0003470121566584,-0.0091821286257213,-0.0151109134182598,0.0243842859697326,0.0504347455145137,A0A2D6MTA2,unreviewed,4fe-4s mo/w bis-mgd-type domain-containing protein,taxID:2026735,2026735.0,Deltaproteobacteria bacterium,species,,Pseudomonadati,Myxococcota,Myxococcia,,,,Deltaproteobacteria bacterium,cellular organisms; Bacteria; Pseudomonadati; Myxococcota; Myxococcia; unclassified Myxococcia,,,,,True,True,both,nirB,"nirK,nosZ"
21,A0A2E9GU23|unreviewed|4Fe-4S,False,-0.0790641366215955,-0.0012284208666334,0.0096947797705793,-0.0161329079603469,0.0038566253916564,-0.0075953202945142,0.018743905577508,-0.000501714298832,-0.009365534999465,-0.0145641934439776,0.0240426361479774,0.0501597405885095,A0A2E9GU23,unreviewed,4fe-4s mo/w bis-mgd-type domain-containing protein,taxID:2026735,2026735.0,Deltaproteobacteria bacterium,species,,Pseudomonadati,Myxococcota,Myxococcia,,,,Deltaproteobacteria bacterium,cellular organisms; Bacteria; Pseudomonadati; Myxococcota; Myxococcia; unclassified Myxococcia,,,,,True,True,both,nirB,"nirK,nosZ"
22,A0A521WDH5|unreviewed|nitrate,False,-0.0773983402430794,-0.0003534175387563,0.0090204845104388,-0.0164788876216677,0.0037465816639326,-0.0083523761231234,0.0197672743924268,0.000773778009138,-0.0083136735853517,-0.0179320999231794,0.0250313003448041,0.04587967343731,A0A521WDH5,unreviewed,nitrate reductase (quinone),taxID:1913989,1913989.0,Gammaproteobacteria bacterium,species,,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria,,,,,True,True,both,"nrfA,nirB","nirK,nosZ"
23,A0A939B212|unreviewed|nitrate,False,-0.077568009958223,-0.0003119423795964,0.0087201061449,-0.0170854021778664,0.0028746703445286,-0.0077539402904486,0.0191351936191023,0.0009989566527675,-0.0093219203688292,-0.0181215507754853,0.0246070223411782,0.0463654634587175,A0A939B212,unreviewed,nitrate reductase (quinone),taxID:1913989,1913989.0,Gammaproteobacteria bacterium,species,,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria,,,,,True,True,both,"nrfA,nirB","nirK,nosZ"
24,A0A2E8CXT6|unreviewed|nitrate,False,-0.0775931115018495,0.0003308831574939,0.0086353759982137,-0.0162785673444957,0.0035070893310731,-0.0070282186741735,0.0189936219959832,0.0003529043972574,-0.0108445003380809,-0.0172604735127544,0.0264584774018111,0.046473504812952,A0A2E8CXT6,unreviewed,nitrate reductase (quinone),taxID:2026779,2026779.0,Planctomycetaceae bacterium,species,,Pseudomonadati,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,Planctomycetaceae bacterium,cellular organisms; Bacteria; Pseudomonadati; PVC group; Planctomycetota; Planctomycetia; Planctomycetales; Planctomycetaceae; unclassified Planctomycetaceae,,,,,True,True,both,nrfA,"nirK,nosZ"
25,A0A934L3R4|unreviewed|Nitrate,False,-0.0866599070396035,-0.0006954454315206,0.0075390364588135,0.0244978251636551,0.0042937258065909,-0.0063321955818849,0.019412873512241,0.0016447783032512,-0.0081949298578163,-0.0170246200727798,0.0263804309138943,0.0413567855888902,A0A934L3R4,unreviewed,nitrate reductase subunit alpha,taxID:2026780,2026780.0,Planctomycetota bacterium,species,,Pseudomonadati,Planctomycetota,,,,,Planctomycetota bacterium,cellular organisms; Bacteria; Pseudomonadati; PVC group; Planctomycetota; unclassified Planctomycetota,,,,,True,True,both,"nrfA,nirB",nosZ
26,A0A938HPW6|unreviewed|4Fe-4S,False,-0.0782037263821239,-0.0004587514080035,0.009426564614988,-0.0166344033502462,0.0044930393557663,-0.0075222752509774,0.0194429829507828,0.0004042913050673,-0.0087400623437099,-0.0149965220066854,0.0255710122442584,0.0502068416568219,A0A938HPW6,unreviewed,4fe-4s mo/w bis-mgd-type domain-containing protein,taxID:2026786,2026786.0,Rhodospirillales bacterium,species,,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,,,Rhodospirillales bacterium,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; unclassified Rhodospirillales,,,,,False,False,neither,,
27,A0A1F4CNR0|unreviewed|4Fe-4S,False,-0.0774189464923655,-0.0006429628640308,0.0092298806380202,-0.0159735761753315,0.0043369148579874,-0.0076456558343334,0.0195590448026907,0.0004852190724148,-0.0093901254554956,-0.0155963389350202,0.0259313028246516,0.0499464441285092,A0A1F4CNR0,unreviewed,4fe-4s mo/w bis-mgd-type domain-containing protein,taxID:1797495,1797495.0,Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13,species,,Pseudomonadati,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; unclassified Betaproteobacteria,,,,,False,False,neither,,
28,A0A933AW90|unreviewed|nitrate,False,-0.0775497003902513,-0.0002040750723198,0.0080917463421681,-0.017749820338215,0.0052429267220956,-0.0070856388248664,0.0183192045592159,0.0012650361120194,-0.0092180264434212,-0.0164028674962874,0.0249700088504876,0.0501452758393649,A0A933AW90,unreviewed,nitrate reductase (quinone),taxID:2026724,2026724.0,Chloroflexota bacterium,species,,Bacillati,Chloroflexota,,,,,Chloroflexota bacterium,cellular organisms; Bacteria; Bacillati; Chloroflexota; unclassified Chloroflexota,,,,,True,True,both,nrfA,"nirK,nosZ"
29,A0A2E6DC43|unreviewed|4Fe-4S,False,-0.0816041236012916,-0.0011613687598664,0.0089098493726516,-0.0150763097666018,0.0040997105255975,-0.0072764195731378,0.0188281929599535,0.0009278359833176,-0.007522346683248,-0.0088431778105727,0.0321264310098555,0.0446204980469735,A0A2E6DC43,unreviewed,4fe-4s mo/w bis-mgd-type domain-containing protein,taxID:2026769,2026769.0,Nitrospinota bacterium,species,,Pseudomonadati,Nitrospinota,,,,,Nitrospinota bacterium,cellular organisms; Bacteria; Pseudomonadati; Nitrospinota/Tectimicrobiota group; Nitrospinota; unclassified Nitrospinota,,,,,False,True,denitrifier,,nosZ
30,A0A8T5EKC2|unreviewed|nitrate,False,-0.0797337559658731,-0.0009398888568293,0.0080846694550739,-0.0140447014487043,0.004956051191618,-0.0072387954367962,0.019244010401629,0.0001426473151274,-0.0086498464034566,-0.0082543236790652,0.0330324029016325,0.0413557751919284,A0A8T5EKC2,unreviewed,nitrate reductase (quinone),taxID:2026739,2026739.0,Methanobacteriota archaeon,species,,Methanobacteriati,Methanobacteriota,,,,,Methanobacteriota archaeon,cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; unclassified Methanobacteriota,,,,,False,True,denitrifier,,nirK
31,A0A2E7ACV6|unreviewed|nitrate,False,-0.0813233882187379,-0.0011463172005996,0.0077025400620914,-0.0148165173413721,0.0037949629628462,-0.0068804065811532,0.017601661803554,-4.918477294153293e-05,-0.0095262414835257,-0.0086631229882297,0.0328401217479283,0.0421691905137475,A0A2E7ACV6,unreviewed,nitrate reductase (quinone),taxID:2026739,2026739.0,Methanobacteriota archaeon,species,,Methanobacteriati,Methanobacteriota,,,,,Methanobacteriota archaeon,cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; unclassified Methanobacteriota,,,,,False,True,denitrifier,,nirK
32,A0A2E9YG17|unreviewed|nitrate,False,-0.0814497465130017,-0.0013861612441705,0.0079440770359125,-0.014874877748367,0.0039157796415566,-0.007052959326011,0.0176786282866328,-0.0003280977034387,-0.0094085285374265,-0.0075805709681431,0.0326559338520241,0.0421699568533824,A0A2E9YG17,unreviewed,nitrate reductase (quinone),taxID:2026739,2026739.0,Methanobacteriota archaeon,species,,Methanobacteriati,Methanobacteriota,,,,,Methanobacteriota archaeon,cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; unclassified Methanobacteriota,,,,,False,True,denitrifier,,nirK
33,A0A2D5X2A7|unreviewed|4Fe-4S,False,-0.0793962737640152,-0.0008079391666203,0.0080441308604312,-0.0145266429456317,0.0033453508908828,-0.0067356424971726,0.0184945695827085,-0.0003463962440704,-0.0083459063933938,-0.0078336293378823,0.0327270212461751,0.0378508278537169,A0A2D5X2A7,unreviewed,4fe-4s mo/w bis-mgd-type domain-containing protein,taxID:2026739,2026739.0,Methanobacteriota archaeon,species,,Methanobacteriati,Methanobacteriota,,,,,Methanobacteriota archaeon,cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; unclassified Methanobacteriota,,,,,False,True,denitrifier,,nirK
34,A0A7J4NLP2|unreviewed|4Fe-4S,False,-0.079346710169122,-0.0008111634014912,0.0080856158252644,-0.0144949708633507,0.0032937433947257,-0.0067209188485458,0.0184097251990782,-0.0002540455625764,-0.0080645722209026,-0.0077245635876872,0.0334181418026707,0.0378405831709015,A0A7J4NLP2,unreviewed,4fe-4s mo/w bis-mgd-type domain-containing protein,taxID:2670411,2670411.0,Candidatus Thalassarchaeaceae archaeon,species,,Methanobacteriati,Thermoplasmatota,Candidatus Poseidoniia,Candidatus Poseidoniales,Candidatus Thalassarchaeaceae,,Candidatus Thalassarchaeaceae archaeon,cellular organisms; Archaea; Methanobacteriati; Thermoplasmatota; Candidatus Poseidoniia; Candidatus Poseidoniales; Candidatus Thalassarchaeaceae; unclassified Candidatus Thalassarchaeaceae,,,,,False,False,neither,,
35,A0A7M3ZB36|unreviewed|4Fe-4S,False,-0.079346710169122,-0.0008111634014912,0.0080856158252644,-0.0144949708633507,0.0032937433947257,-0.0067209188485458,0.0184097251990782,-0.0002540455625764,-0.0080645722209026,-0.0077245635876872,0.0334181418026707,0.0378405831709015,A0A7M3ZB36,unreviewed,4fe-4s mo/w bis-mgd-type domain-containing protein,taxID:2163009,2163009.0,Candidatus Poseidoniales archaeon,species,,Methanobacteriati,Thermoplasmatota,Candidatus Poseidoniia,Candidatus Poseidoniales,,,Candidatus Poseidoniales archaeon,cellular organisms; Archaea; Methanobacteriati; Thermoplasmatota; Candidatus Poseidoniia; Candidatus Poseidoniales; unclassified Candidatus Poseidoniales,,,,,False,False,neither,,
36,A0A9E1SM98|unreviewed|4Fe-4S,False,-0.0815631849609853,-0.000935963010169,0.0095444983270684,-0.0159108197229803,0.0045610231186077,-0.0091394591095129,0.0169052524222993,-0.0003724110020072,-0.0054432345978726,-0.0111419906380532,0.0279676475474707,0.0390119822293301,A0A9E1SM98,unreviewed,4fe-4s mo/w bis-mgd-type domain-containing protein,taxID:2664180,2664180.0,Kordiimonadaceae bacterium,species,,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,,Kordiimonadaceae bacterium,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Kordiimonadales; Kordiimonadaceae; unclassified Kordiimonadaceae,,,,,False,False,neither,,
37,A0A951YJK5|unreviewed|nitrate,False,-0.0815633393652264,-0.0007580989758164,0.0081302436536085,-0.0154574481213282,0.0042926563158025,-0.0077518235979404,0.0173012367064466,-0.0005513862503335,-0.0086299926301561,-0.0119723716540113,0.0304943053855267,0.0415192842882484,A0A951YJK5,unreviewed,nitrate reductase (quinone),taxID:2026798,2026798.0,Trueperaceae bacterium,species,,Thermotogati,Deinococcota,Deinococci,Trueperales,Trueperaceae,,Trueperaceae bacterium,cellular organisms; Bacteria; Thermotogati; Deinococcota; Deinococci; Trueperales; Trueperaceae; unclassified Trueperaceae,,,,,False,True,denitrifier,,nosZ
38,A0A952QVI5|unreviewed|nitrate,False,-0.0819640778980511,-0.0002220000722236,0.009167665442899,-0.0148259707813656,0.0048919778603287,-0.0075438410175036,0.0177746499887358,0.0003641041109174,-0.0075524032670714,-0.0101633546521839,0.0286351461338488,0.0406875791655281,A0A952QVI5,unreviewed,nitrate reductase (quinone),taxID:2026798,2026798.0,Trueperaceae bacterium,species,,Thermotogati,Deinococcota,Deinococci,Trueperales,Trueperaceae,,Trueperaceae bacterium,cellular organisms; Bacteria; Thermotogati; Deinococcota; Deinococci; Trueperales; Trueperaceae; unclassified Trueperaceae,,,,,False,True,denitrifier,,nosZ
39,A0A2T5BP09|unreviewed|nitrate,False,-0.0835913626898681,4.989683681282828e-05,0.0099700373311873,-0.0153064334866424,0.0052521141888297,-0.0081856584159071,0.0168974278589347,0.0013882982275906,-0.0060776104862365,-0.0104785556136132,0.0279868817688632,0.0436194284931263,A0A2T5BP09,unreviewed,nitrate reductase (quinone),taxID:365340,365340.0,Rhodovulum imhoffii,species,,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodovulum,Rhodovulum imhoffii,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Rhodovulum,,,,,False,True,denitrifier,,nirK
40,A0AAJ0X9N7|unreviewed|nitrate,False,-0.0825831146689467,-8.169399340214653e-05,0.0110230162065335,-0.0164194525498424,0.0044268166178438,-0.0084209053298759,0.0180766159085689,0.0013888473995881,-0.005034196599984,-0.0092802735023599,0.028516054582282,0.0465771311817064,A0AAJ0X9N7,unreviewed,nitrate reductase (quinone),taxID:85075,85075.0,Halochromatium glycolicum,species,,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Halochromatium,Halochromatium glycolicum,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Chromatiales; Chromatiaceae; Halochromatium,,,,,False,False,neither,,
